Title,Origin/Ethnicity,Director,Cast,Genre,Keywords,Year Binned
"Tada, Kimi wo Aishiteru",Japanese,Takehiko Shinjo,"Aoi Miyazaki
Hiroshi Tamaki
Meisa Kuroki","romance, drama","['makoto', 'miyuki', 'photo', 'forest', 'photography', 'exhibit', 'beautiful', 'kissing', 'disease', 'photos', 'grow', 'develops', 'york', 'hobby', 'hints']",2005s
Taiyou no uta,Japanese,Norihiro Koizumi,"YUI
Takashi Tsukamoto",drama,"['kaoru', 'cd', 'condition', 'medical', 'suit', 'night', 'watch', 'guitar', 'listen', 'studio', 'sing', 'ocean', 'friends', 'voice', 'school']",2005s
Tekkon Kinkreet,Japanese,Michael Arias,"Kazunari Ninomiya, Yū Aoi",science fiction anime,"['snake', 'yakuza', 'assassins', 'manga', 'butterfly', 'consume', 'doll', 'dragon', 'mentor', 'assassin', 'reality', 'dark', 'violent', 'kill', 'support']",2005s
Tokyo Friends: The Movie,Japanese,unknown_director,unknown_cast,unknown,"['rei', 'york', 'triad', 'new', 'rising', 'survival', 'fame', 'concert', 'began', 'japan', 'discovering', 'band', 'important', 'gain', 'tv']",2005s
Ultraman Mebius & Ultraman Brothers,Japanese,Kazuya Konaka,"Shunji Igarashi, Daisuke Watanabe, Minoru Tanaka",unknown,"['monster', 'brothers', 'movie', '80', 'series', 'aliens', '20', 'beginning', 'clear', 'ultraman', 'dodge', 'used', 'ace', 'allied', 'leo']",2005s
5 Centimeters Per Second,Japanese,Makoto Shinkai,unknown_cast,anime,"['akari', 'letter', 'cherry', 'train', 'blossoms', 'feelings', 'writing', '2008', 'far', 'elementary', 'school', 'trains', 'tokyo', 'japan', 'begin']",2005s
Anata wo Wasurenai,Japanese,Hanadou Junji,unknown_cast,biopic,"['yuri', 'racial', 'hyun', 'color', 'soo', 'interests', 'korea', 'language', 'sports', 'dealing', 'studying', 'japan', 'lee', 'singer', 'closer']",2005s
Appleseed Ex Machina : The Movie,Japanese,Shinji Aramaki,unknown_cast,anime/computer animation,"['control', 'signal', 'swat', 'athena', 'cyborg', 'lance', 'fortress', 'antidote', 'linked', 'unknown', 'backup', 'designed', 'network', 'virus', 'conference']",2005s
BLEACH the Movie: The DiamondDust Rebellion,Japanese,Noriyuki Abe,"Voices of Masakazu Morita, Romi Park, Fumiko Orikasa, Kentarō Itō",supernatural/action/anime,"['soul', 'ichigo', 'seal', 'society', 'reaper', 'capture', 'king', 'ying', 'captain', 'yang', 'dragon', 'execution', 'squad', 'powers', 'avoid']",2005s
Bubble Fiction: Boom or Bust,Japanese,unknown_director,unknown_cast,unknown,"['mariko', 'ministry', 'time', 'japanese', 'machine', 'prevent', 'government', 'hiroshi', 'abe', 'engineers', 'ai', 'celebrities', 'appearances', 'washing', 'inventor']",2005s
Crows ZERO,Japanese,Takashi Miike,unknown_cast,unknown,"['genji', 'ken', 'yakuza', 'gps', 'school', 'fight', 'begins', 'shun', 'gang', 'biker', 'operation', 'captors', 'coat', 'hospital', 'nightclub']",2005s
Dear Friends,Japanese,unknown_director,"Keiko Kitagawa
Yuika Motokariya",unknown,"['maki', 'played', 'nurse', 'cancer', 'friends', 'rooftop', 'hospital', 'sex', 'club', 'hospitalized', 'classmates', 'jump', 'does', 'relationship', 'claiming']",2005s
Detective Conan: Jolly Roger in the Deep Azure,Japanese,unknown_director,unknown_cast,anime,"['conan', 'treasure', 'ran', 'boat', 'hunters', 'league', 'diving', 'junior', 'detective', 'kogoro', 'pirate', 'oxygen', 'clue', 'anne', 'mary']",2005s
Doraemon the Movie: Nobita's New Great Adventure into the Underworld - The Seven Magic Users,Japanese,unknown_director,unknown_cast,unknown,"['doraemon', 'nobita', 'magic', 'demon', 'king', 'world', 'earth', 'moon', 'planet', 'group', 'arrows', 'booth', 'demonic', 'gian', 'destroy']",2005s
Eiga De Tojo-Tamagotchi: Dokidoki! Uchuu no Maigotchi!?,Japanese,unknown_director,unknown_cast,unknown,"['mametchi', 'tamagotchi', 'planet', 'rocket', 'sun', 'egg', 'ship', 'passengers', 'hole', 'scientists', 'suddenly', 'soon', 'machine', 'pill', 'dark']",2005s
Evangelion: 1.0 You Are (Not) Alone,Japanese,unknown_director,unknown_cast,anime,"['shinji', 'angel', 'unit', 'rei', 'headquarters', 'pilot', 'giant', 'destroys', '00', 'impact', 'tokyo', 'surface', 'knife', 'earth', 'nearly']",2005s
Gakkō no Kaidan,Japanese,Hirohisa Sasaki,unknown_cast,unknown,"['club', 'stairs', 'join', 'stumbles', 'staircase', 'centers', 'disappearing', 'recruit', 'protagonist', 'academy', 'races', 'admitted', 'reputation', 'adopted', 'male']",2005s
GeGeGe no Kitaro,Japanese,unknown_director,unknown_cast,unknown,"['japanese', 'humans', 'creatures', 'ghost', 'character', 'great', 'dracula', 'mischievous', 'tales', 'folk', 'outcome', 'greed', 'involve', 'genuinely', 'portrays']",2005s
GoGo Sentai Boukenger vs. Super Sentai,Japanese,unknown_director,unknown_cast,tokusatsu v-cinema,"['sentai', 'eiji', 'super', 'warriors', 'red', 'villains', 'aka', 'clock', 'dimension', 'earth', 'tsubasa', 'time', 'prison', 'gao', 'blue']",2005s
Hero,Japanese,unknown_director,unknown_cast,unknown,"['tv', 'case', 'korea', 'transferred', 'suspect', 'special', 'series', 'events', 'investigative', 'risks', 'film', '2002', '2006', 'focused', 'interference']",2005s
Jūken Sentai Gekiranger: Nei-Nei! Hō-Hō! Hong Kong Great Deciding Match,Japanese,Shōjirō Nakazawa,"Hiroki Suzuki, Mina Fukui, Manpei Takagi, Hirofumi Araki, Yuka Hirata, Mayumi Ono, Yinling",unknown,"['yang', 'rio', 'lao', 'mere', 'miranda', 'ki', 'geki', 'kong', 'hong', 'lo', 'strongest', 'fu', 'tournament', 'spite', 'martial']",2005s
Kamen Rider the Next,Japanese,Ryuta Tasaki,"Masaya Kikawada, Hassei Takano, Hiroshi Miyauchi, Eiji Wentz",tokusatsu,"['rider', 'shocker', 'riders', 'kamen', 'smile', 'lizard', 'chainsaw', 'gruesome', 'legend', 'experiment', 'learn', 'monster', 'double', 'moments', 'ichigo']",2005s
Koizora,Japanese,Aragaki Yui,[Haruma Miura],romance,"['hiro', 'mika', 'saki', 'baby', 'sky', 'death', 'school', 'phone', 'yu', 'condition', 'anniversary', 'pregnant', 'happy', 'grave', 'high']",2005s
Maiko Haaaan!!!,Japanese,Nobuo Mizuta,Sadao Abe,comedy,"['baseball', 'apprentice', 'abe', 'shinichi', 'rudely', 'coworker', 'lifelong', 'pro', 'cooking', 'realization', 'infatuated', 'greatest', 'dumps', 'rivalry', 'branch']",2005s
Master Of Thunder,Japanese,unknown_director,unknown_cast,unknown,"['guardians', 'evil', 'monks', 'battle', 'dragons', 'sonny', 'good', 'spiritual', 'watched', 'mountains', 'legendary', 'spirits', 'martial', 'japan', 'survivors']",2005s
Megane,Japanese,Naoko Ogigami,unknown_cast,unknown,"['sakura', 'island', 'inn', 'marine', 'palace', 'morning', 'lack', 'hotel', 'bedside', 'woken', 'invented', 'cheerful', 'confusing', 'greets', 'ken']",2005s
Naruto: Shippūden the Movie,Japanese,unknown_director,unknown_cast,anime,"['naruto', 'sakura', 'shrine', 'stone', 'army', 'assassins', 'body', 'lee', 'fate', 'spirit', 'demon', 'threat', 'death', 'temple', 'kept']",2005s
Piano no Mori,Japanese,Masayuki Kojima,unknown_cast,anime,"['kai', 'piano', 'play', 'pianist', 'elementary', 'forest', 'dare', 'technique', 'transfers', 'bullies', 'relents', 'lessons', 'grade', 'school', 'capable']",2005s
Poketto Monsutā Daiyamondo to Pāru Diaruga VS Parukia VS Dākurai,Japanese,unknown_director,unknown_cast,unknown,"['darkrai', 'pokémon', 'ash', 'alice', 'dawn', 'baron', 'brock', 'towers', 'town', 'balloon', 'pikachu', 'space', 'dark', 'battle', 'dimension']",2005s
Summer Days with Coo,Japanese,Keiichi Hara,unknown_cast,anime,"['kind', 'koichi', 'dramatically', 'miraculously', 'invaded', 'past', 'preserve', 'lone', '200', 'environment', 'today', 'harsh', 'inner', 'ultimate', 'tragic']",2005s
Sword of the Stranger,Japanese,Masahiro Andô,unknown_cast,anime,"['kotaro', 'ming', 'luo', 'lang', 'lord', 'bai', 'tu', 'command', 'si', 'temple', 'fortress', 'altar', 'soldiers', 'save', 'order']",2005s
Tetsujin Nijūhachi-gō: Hakuchū no Zangetsu,Japanese,Yasuhiro Imagawa,unknown_cast,anime,"['28', 'robot', 'war', 'phase', 'developer', 'pacific', 'gigantic', 'imperial', 'allies', 'developing', 'japan', 'construction', 'japanese', 'weapon', 'passed']",2005s
"Tokyo Tower: Mom and Me, and Sometimes Dad",Japanese,Joji Matsuoka,Jō Odagiri,unknown,"['irresponsible', 'wise', 'inherited', 'stricken', 'tokyo', 'cancer', 'character', 'nature', 'responsible', 'causes', 'moves', 'care', 'young', 'mother', 'man']",2005s
Vexille,Japanese,Fumihiko Sori,unknown_cast,computer animation,"['japan', 'maria', 'sword', 'leon', 'headquarters', 'tokyo', 'resistance', 'vaccine', 'research', 'bridge', 'lifeless', 'ban', 'enabling', 'experimental', 'bay']",2005s
10 Promises to My Dog,Japanese,Katsuhide Motoki,"Rena Tanaka, Mayuko Fukuda, Etsushi Toyokawa",drama,"['akari', 'dog', 'mother', 'long', 'father', 'puppy', 'ownership', 'university', 'reminded', 'garden', 'emergency', 'promise', 'operation', 'family', 'home']",2005s
20th Century Boys 1: Beginning of the End,Japanese,Yukihiko Tsutsumi,"Toshiaki Karasawa, Etsushi Toyokawa, Takako Tokiwa","science fiction, mystery","['kenji', 'kanna', 'friend', 'mafia', 'pope', 'eve', 'prophecy', 'bloody', 'virus', 'groups', 'book', 'series', 'donkey', 'year', '1969']",2005s
Achilles and the Tortoise,Japanese,Takeshi Kitano,Beat Takeshi,unknown,"['art', 'artistic', 'obsession', 'mariko', 'sachiko', 'akira', 'yen', 'contemporary', 'penniless', 'stepmother', 'experimental', '200', 'burnt', 'controls', 'school']",2005s
Bleach: Fade to Black,Japanese,Noriyuki Abe,"Voices of Masakazu Morita, Fumiko Orikasa, Kentarō Itō",supernatural/action/anime,"['ichigo', 'soul', 'siblings', 'reaper', 'hollow', 'memories', 'society', 'remember', 'attacked', 'machine', 'dark', 'laboratory', 'monster', 'energy', 'district']",2005s
Cruel Restaurant,Japanese,Koji Kawano,"Mihiro, Sakae Yamazaki",erotic horror,"['lin', 'laying', 'ms', 'disturbing', 'waitress', 'visions', 'comedy', 'japan', 'haunted', 'parts', 'needed', 'bodies', 'figure', 'dark', 'revolves']",2005s
Cyborg She,Japanese,Kwak Jae Young,"Keisuke Koide, Haruka Ayase","science fiction, time travel","['jiro', 'cyborg', 'girl', 'birthday', '2007', 'restaurant', 'gunman', 'november', 'behaves', '22', 'future', 'disaster', 'tokyo', 'suddenly', 'time']",2005s
Deep Sea Monster Reigo,Japanese,Shinpei Hayashiya,"Taiyo Sugiura, Mai Nanami, Yukijiro Hotaru",unknown,"['yamato', 'naval', 'islands', 'combined', 'fleet', 'crew', 'monster', 'range', 'ships', 'fish', 'surrounding', 'blue', 'enemy', 'long', 'south']",2005s
Departures,Japanese,Yojiro Takita,Masahiro Motoki,unknown,"['daigo', 'mika', 'stone', 'job', 'bath', 'letter', 'father', 'tokyo', 'reluctant', 'body', 'ceremony', 'insists', 'public', 'yo', 'pregnant']",2005s
Detective Conan: Full Score of Fear,Japanese,unknown_director,"Minami Takayama, Wakana Yamazaki, Akira Kamiya",unknown,"['conan', 'hall', 'concert', 'ran', 'piano', 'pianist', 'shinichi', 'explosion', 'organ', 'pride', 'amazing', 'rehearsal', 'grace', 'played', 'takumi']",2005s
Doraemon Movie: Nobita and the Green Giant Legend,Japanese,unknown_director,"Wasabi Mizuta, Megumi Ōhara, Yumi Kakazu, Subaru Kimura, Tomokazu Seki",unknown,"['nobita', 'doraemon', 'planet', 'elder', 'earth', 'green', 'shoe', 'manage', 'aliens', 'papers', 'princess', 'humans', 'grow', 'tree', 'test']",2005s
Engine Sentai Go-onger: Boom Boom! Bang Bang! GekijōBang!!,Japanese,Noboru Takemoto,"Yasuhisa Furuhara, Shinwa Kataoka, Rina Aizawa, Masahiro Usui, Kenji Ebisawa, Nao Oikawa, Hidenori Tokuyama, Yumi Sugimoto",unknown,"['engine', 'maki', 'casts', 'samurai', 'primary', 'engines', 'souls', 'form', '13', 'castle', 'cast', 'machine', 'world', 'return', 'fighting']",2005s
Hana yori Dango Final,Japanese,unknown_director,"Mao Inoue, Jun Matsumoto, Shun Oguri, Shota Matsuda",romance,"['tsukasa', 'thief', 'akira', 'auction', 'shizuka', 'hotel', 'dream', 'jet', 'casino', 'stomach', 'las', 'vegas', 'motel', 'kong', 'hong']",2005s
The Monster X Strikes Back,Japanese,Minoru Kawasaki,"Natsuki Katō, Kazuki Kato, Takeshi Kitano",comedy,"['summit', 'leaders', 'missile', 'monster', 'japanese', 'energy', 'nuclear', 'north', 'prime', 'japan', 'world', 'leader', 'weapons', 'president', 'ceremony']",2005s
K-20: Legend of the Mask,Japanese,Shimako Sato,Takeshi Kaneshiro,action,"['20', 'kogoro', 'rich', 'style', 'thief', 'history', 'mysterious', 'fact', 'phantom', 'takeshi', 'arrested', 'deceived', '90', 'man', 'beam']",2005s
Kamen Rider Den-O & Kiva: Climax Deka,Japanese,unknown_director,unknown_cast,unknown,"['denliner', 'den', 'rider', 'kamen', 'clown', 'organization', 'police', 'suzuki', 'pass', 'detective', 'set', 'evil', 'attempts', 'fight', 'criminal']",2005s
Kurosagi,Japanese,unknown_director,"Tomohisa Yamashita, Maki Horikita, Yui Ichikawa",thriller,"['artists', 'avenge', 'victims', 'family', 'grows', 'destroyed', 'money', 'named', 'returns', 'young', 'man', '16', '150', '15', '14']",2005s
L: Change the WorLd,Japanese,Hideo Nakata,Kenichi Matsuyama,unknown,"['maki', 'virus', 'antidote', 'terrorists', 'boy', 'dr', 'infection', 'thailand', 'rate', 'infected', 'created', 'leaving', 'stops', 'case', 'chocolate']",2005s
Love Exposure,Japanese,Shion Sono,"Atsuro Watabe, Itsuji Itao, Mami Nakamura, Hikari Mitsushima, Takahiro Nishijima, Sakura Ando","romance, comedy, drama, art house & international, action","['aya', 'zero', 'church', 'sins', 'catholic', 'photographs', 'sword', 'thugs', 'dressed', 'confess', 'teenage', 'convinced', 'driving', 'father', 'falls']",2005s
The Machine Girl,Japanese,Noboru Iguchi,"Minase Yashiro, Asami, Ryōsuke Kawamura","horror, action comedy","['chainsaw', 'violet', 'takeshi', 'yakuza', 'bullies', 'hostages', 'clan', 'machine', 'loses', 'gun', 'prosthetic', 'revenge', 'disarm', 'kindly', 'drill']",2005s
Naruto Shippūden 2: Bonds,Japanese,Kamegaki Hajime,unknown_cast,unknown,"['naruto', 'scroll', 'sky', 'ninjas', 'reincarnation', 'ninja', 'fortress', 'village', 'leaf', 'zero', 'destroy', 'fox', 'committing', 'monster', 'base']",2005s
Pokémon: Giratina and the Sky Warrior,Japanese,unknown_director,unknown_cast,unknown,"['zero', 'newton', 'ash', 'pokémon', 'reverse', 'earth', 'pikachu', 'portal', 'world', 'dawn', 'kids', 'whilst', 'device', 'flower', 'rocket']",2005s
Ponyo on the Cliff by the Sea,Japanese,Hayao Miyazaki,unknown_cast,fantasy anime,"['lisa', 'human', 'magic', 'boat', 'nursing', 'shore', 'ocean', 'candle', 'submarine', 'nature', 'transformation', 'balance', 'pop', 'ships', 'toy']",2005s
Sakigake!! Otokojuku,Japanese,Tak Sakaguchi,"Tak Sakaguchi, Shōei, Akaji Maro, Hideo Sakaki, Tetsushi Tanaka, Hiroyuki Onoue, Shintaro Yamada, Shun Sugata",unknown,"['momo', 'oni', 'instructor', '2nd', 'cells', 'students', 'oil', 'brother', 'sword', 'twin', 'grave', 'interrupted', 'placed', 'shuya', 'decided']",2005s
School Days with a Pig,Japanese,Tetsu Maeda,"Satoshi Tsumabuki, Mieko Harada, Tomoko Tabata",unknown,"['piglet', 'elementary', 'aim', 'school', 'eating', 'raise', 'grown', 'revolves', 'proposes', 'teacher', 'class', 'story', 'film', '150', '15']",2005s
Shaolin Girl,Japanese,Katsuyuki Motohiro,"Kou Shibasaki, Toru Nakamura, Kitty Zhang Yuqi, Tin Kai Man, Lam Chi Chung, Takashi Okamura, Yosuke Eguchi",comedy,"['university', 'rin', 'sinister', 'fictional', 'trained', 'focuses', 'cook', 'japan', 'international', 'introduced', 'president', 'temple', 'master', 'restaurant', 'abandoned']",2005s
Superior Ultraman 8 Brothers,Japanese,Takeshi Yagi,Hiroshi Nagano,comedy,"['daigo', 'ultraman', 'asuka', 'vision', 'monsters', 'baseball', 'dan', 'dreams', 'broadcast', 'strange', 'girl', 'destroy', 'player', 'earth', 'transform']",2005s
A Tale of Mari and Three Puppies,Japanese,Ryuichi Inomata,"Eiichiro Funakoshi, Akiko Matsumoto, Ryohei Hirota",unknown,"['mari', 'aya', 'puppies', 'shelter', 'dog', 'evacuated', 'earthquake', 'grandfather', 'dogs', 'village', 'father', 'home', 'rain', 'search', 'emergency']",2005s
Tokyo Gore Police,Japanese,Yoshihiro Nishimura,"Itsuji Itao, Camille LaBry, Shôko Nakahara","action, horror","['engineers', 'key', 'police', 'force', 'commissioner', 'man', 'engineer', 'hunters', 'father', 'tokyo', 'assassination', 'created', 'eye', 'helping', 'officers']",2005s
Tokyo Sonata,Japanese,Kiyoshi Kurosawa,"Teruyuki Kagawa, Kyōko Koizumi",drama,"['megumi', 'kenji', 'robber', 'piano', 'lessons', 'tokyo', 'home', 'envelope', 'night', 'encounters', 'job', 'overnight', 'drive', 'sleeps', 'mall']",2005s
20th Century Boys 2: The Last Hope,Japanese,Yukihiko Tsutsumi,"Toshiaki Karasawa, Etsushi Toyokawa, Takako Tokiwa, Airi Taira","science fiction, mystery","['kenji', 'kanna', 'friend', 'mafia', 'pope', 'eve', 'prophecy', 'bloody', 'virus', 'groups', 'book', 'series', 'donkey', 'year', '1969']",2005s
20th Century Boys 3: Redemption,Japanese,Yukihiko Tsutsumi,"Toshiaki Karasawa, Etsushi Toyokawa, Takako Tokiwa, Airi Taira","science fiction, mystery","['kenji', 'kanna', 'friend', 'mafia', 'pope', 'eve', 'prophecy', 'bloody', 'virus', 'groups', 'book', 'series', 'donkey', 'year', '1969']",2005s
Air Doll,Japanese,Hirokazu Koreeda,"Bae Doona, Arata, Itsuji Itao",drama,"['garbage', 'doll', 'tape', 'dolls', 'store', 'dresses', 'cuts', 'allows', 'video', 'asks', 'boss', 'sex', 'annoying', 'recognise', 'flow']",2005s
Amalfi: Rewards of the Goddess,Japanese,Hiroshi Nishitani,"Yūji Oda, Yūki Amami, Erika Toda",mystery,"['coastal', 'rome', 'italy', 'investigates', 'foreign', 'girl', 'christmas', 'japanese', 'streets', 'falling', 'kidnapped', 'case', 'town', 'working', 'eventually']",2005s
April Bride,Japanese,Ryuichi Hiroki,"Nana Eikura, Eita",drama,"['2007', 'breast', 'april', 'typical', 'bride', 'cancer', 'month', 'suffering', 'church', 'stage', 'late', 'wedding', 'given', 'couple', 'live']",2005s
Arceus Chōkoku no Jikū e,Japanese,Kunihiko Yuyama,"Rica Matsumoto, Megumi Toyoguchi, Yūji Ueda",anime,"['sheena', 'ash', 'jewel', 'marcus', 'pokémon', 'dawn', 'pikachu', 'brock', 'kato', 'kids', 'plates', 'life', 'creator', 'temple', 'awaken']",2005s
Beauty,Japanese,Toshio Gotō,"Takataro Kataoka, Ainosuke Kataoka, Kumiko Aso",drama,"['village', 'japan', 'war', 'performance', 'dances', 'ina', 'people', 'young', 'draft', 'tide', 'final', '1944', 'dedication', 'excellent', 'fascinated']",2005s
Cho Kamen Rider Den-O & Decade Neo Generations: The Onigashima Warship,Japanese,Osamu Kaneda,"Dori Sakurada, Takuya Mizoguchi, Ruka Sawaki",tokusatsu,"['denliner', 'yu', 'den', 'kamen', 'oni', 'rider', 'tsukasa', 'kotaro', 'decade', 'form', 'stone', 'riders', 'new', 'owner', 'fight']",2005s
Crows Zero 2,Japanese,Takashi Miike,"Shun Oguri, Shunsuke Daitō, Suzunosuke Tanaka",action,"['genji', 'abe', 'leader', 'shun', 'defensive', 'pact', 'challenging', 'retribution', 'sworn', 'graduating', 'interfere', 'provokes', 'engaging', 'escalates', 'conflicts']",2005s
Engine Sentai Go-onger vs. Gekiranger,Japanese,Satoshi Morota,"Yasuhisa Furuhara, Shinwa Kataoka, Rina Aizawa, Masahiro Usui, Kenji Ebisawa, Akiko Nakagawa, Hidenori Tokuyama, Yumi Sugimoto, Nao Oikawa, Hiroki Suzuki, Mina Fukui, Manpei Takagi, Riki Miura, Sotaro, Hirofumi Araki, Yuka Hirata, Naoki Kawano, Kazue Itoh",tokusatsu,"['geki', 'engine', 'rio', 'long', 'souls', 'wings', 'red', 'arrive', 'teams', 'rin', 'xia', 'ministers', 'oh', 'fu', 'ken']",2005s
Evangelion: 2.0 You Can (Not) Advance,Japanese,Hideaki Anno,"Megumi Ogata, Megumi Hayashibara, Yuko Miyamura",anime,"['unit', 'shinji', 'angel', 'rei', 'asuka', '00', 'eva', 'mari', 'pilot', 'core', 'impact', 'tokyo', 'allows', 'missile', 'launches']",2005s
Goemon,Japanese,Kazuaki Kiriya,"Yosuke Eguchi, Takao Osawa, Ryōko Hirosue",action,"['goemon', 'lord', 'box', 'samurai', 'tried', 'armies', 'sword', 'fan', 'double', 'killed', 'appeared', 'assassinate', 'princess', 'status', 'ninjas']",2005s
Hotel Chelsea,Japanese,Jorge Valdés-Iga,"Nao Nagasawa, Justin Morck, Hiro Masuda, Sawa Suzuki, Anthony Laurent",thriller,"['chelsea', 'lifeless', 'honeymoon', 'brutal', 'surrounding', 'enjoy', 'japanese', 'footage', 'containing', 'detective', 'video', 'mysterious', 'york', 'travel', 'crime']",2005s
